id,name,bank_full,flood_stage,location,latitude,longitude,station_id,cbtt_id,geos_id,nws_id,nwsli_id,snotel_id,usgs_id,rating_id,elevation,drainage_area,huc,allow_negative_flow,river,display_name,sort_name,state
128,14316500,,,Copeland Ck nr Toketee Falls,43.2959542686382,-122.536712668789,14316500,NUMO,,,,,14316500,,1580.0,475.0,171003010803,0,North Umpqua,North Umpqua at Copeland Ck nr Toketee Falls,umpqua|0north|008420|000475,OR
129,N_Umpqua_Glide_merge,,,Glide,43.3215082394031,-122.809499219837,14316800,GLIO,,,GLIO3,,14316800,,1239.9,865.0,171003010808,0,North Umpqua,North Umpqua at Glide,umpqua|0north|008760|000865,OR
130,Umpqua_Elkton_merge,,,Elkton,43.5859502208726,-123.555372650329,14321000,EKTO,,,EKTO3,,14321000,48,90.0,3683.0,171003030208,0,Umpqua,Umpqua at Elkton,umpqua|9|009910|003683,OR
131,Umpqua_Winston_merge,,,Winston,43.1331716903728,-123.398405272586,14312000,WSNO,,,WSNO3,,14312000,49,462.52,1670.0,171003021305,0,South Umpqua,South Umpqua at Winston,umpqua|0south|009537|001670,OR
132,14097100,,,Kahneeta Hot Springs,44.8565087079423,-121.14977353018,14097100,,,,,,14097100,,1394.96,526.0,170703060608,0,Warm Springs,Warm Springs at Kahneeta Hot Springs,warm springs|9|008605|000526,OR
133,WFHO3,,,Dee,45.600319706722,-121.63603816750623,,WFHO,,,WFHO3,,14118500,,812.0,95.6,170701050603,0,West Fork Hood,West Fork Hood at Dee,hood|0west|009188|000096,OR
134,White_Oregon_calc,,,Tygh Valley,45.2414782164336,-121.09502198687292,14101500,TYGO,,,,,14101500,50,870.15,417.0,170703060908,0,White,White at Tygh Valley,white|9|009130|000417,OR
135,White_Salmon_Underwood_merge,,,Underwood,45.752063720448,-121.527017643798,14123500,UNDW,,,UNDW1,,14123500,,112.96,386.0,170701050811,0,White Salmon,White Salmon at Underwood,white salmon|9|009887|000386,WA
136,Wiley_Foster_merge,,,Foster,44.3723476860641,-122.623138423572,14187000,WNFO,,,WNFO3,,14187000,51,720.0,51.8,170900060502,0,Wiley Creek,Wiley Creek at Foster,wiley creek|9|009280|000052,OR
137,EUGENE_merge,,,Eugene,44.05,-123.08,14160098,UEUGO,,,EUGO3,,14158050,52,393.88,2040.0,170900030601,0,Willamette,Willamette at Eugene,willamette|9|009606|002040,OR
138,CF_Willamette_Goshen_merge,,,Goshen,43.9804032449365,-122.966469972572,14157500,GOSO,,,GOSO3,,14157500,53,474.0,642.0,170900020405,0,Coast Fork Willamette,Coast Fork Willamette at Goshen,coast fork willamette|9|009526|000642,OR
139,ALBANY_merge,,,Albany,44.6387328328399,-123.10676155507,14174000,UALBO,,,ALBO3,,14174000,54,167.18,4840.0,170900030610,0,Willamette,Willamette at Albany,willamette|9|009833|004840,OR
140,LONO3,,,London,43.6415101464236,-123.085908935681,14152500,LONO,,,LONO3,,14152500,,852.58,72.1,170900020303,0,Coast Fork Willamette,Coast Fork Willamette at London,coast fork willamette|9|009147|000072,OR
141,NEWBERG_merge,,,Newberg,45.2845625124917,-122.961489251109,14197900,,,,NEBO3,,14197900,,50.0,8350.0,170900070307,0,Willamette,Willamette at Newberg,willamette|9|009950|008350,OR
142,SALEM_merge,,,Salem,44.9442862974769,-123.042874245737,14191000,USLMO,,,SLMO3,,14191000,55,106.0,7280.0,170900070301,0,Willamette,Willamette at Salem,willamette|9|009894|007280,OR
143,14153500,,,Cottage Grove Dam,43.7206778481042,-123.049799414876,14153500,COTO,,,,,14153500,,711.0,104.0,170900020305,0,Coast Fork Willamette,Coast Fork Willamette at Cottage Grove Dam,coast fork willamette|9|009289|000104,OR
144,HARRISBURG_merge,,,Harrisburg,44.270401258546,-123.173703627243,14166000,UHARO,,,HARO3,,14166000,56,288.39,3420.0,170900030602,0,Willamette,Willamette at Harrisburg,willamette|9|009712|003420,OR
145,Willamette_upper_falls_merge,,,above Falls at Oregon City,45.34805555555556,-122.62052777777777,14207740,ORC,,,OCUO3,,14207740,57,50.0,10000.0,170900070405,0,Willamette,Willamette above Falls at Oregon City,willamette|9|009950|010000,OR
146,PORTLAND_merge,,,Portland,45.5175,-122.6691667,14211720,PRTO,,,PRTO3,,14211720,,2.0,11200.0,170900120202,1,Willamette,Willamette at Portland,willamette|9|009998|011200,OR
147,11493500,,,Klamath Agency,42.739925,-121.83451666666666,11493500,,,,,,11493500,,4487.42,1290.0,180102010602,0,Williamson,Williamson at Klamath Agency,williamson|9|005513|001290,OR
148,WILSON_merge,,,Tillamook,45.4759399592551,-123.725120924774,14301500,TLMO,,,TLMO3,,14301500,58,42.0,161.0,171002030508,0,Wilson,Wilson at Tillamook,wilson|9|009958|000161,OR
149,14150800,,,Lowell,43.9142924,-122.6886762,14150800,WCLO,,,,,14150800,,863.7,43.9,170900010905,0,Winberry Creek,Winberry Creek at Lowell,winberry creek|9|009136|000044,OR
150,29C100,,,Stabler,45.808445,-121.908808,,,,,,,,,926.1,,170701051004,0,Wind,Wind at Stabler,wind|9|009074|999999,WA
151,"N FK HUMBOLDT RV AT DEVILS GATE NR HALLECK, NV",,,Devils Gate nr Halleck,41.17875278,-115.492575,,,,,,,10317500,,5370.0,830.0,160401020405,0,North Fork Humboldt,North Fork Humboldt at Devils Gate nr Halleck,humboldt|0north|004630|000830,NV
152,"BRUNEAU RV AT ROWLAND, NV",,,Rowland,41.9332368,-115.6745268,,,,,,,13161500,,4500.0,382.0,170501020503,0,Bruneau,Bruneau at Rowland,bruneau|9|005500|000382,NV
153,"JARBIDGE RV BLW JARBIDGE, NV",,,Jarbidge,41.8904614,-115.4286816,,,,,,,13162225,,6050.0,30.6,170501020301,0,Jarbidge,Jarbidge at Jarbidge,jarbidge|9|003950|000031,NV
154,"EF OWYHEE RIVER AT CRUTCHER CROSSING, ID",,,Crutcher Crossing,42.26136944,-116.8684417,,,,,,,13176400,,4253.65,2140.0,170501041705,0,East Fork Owyhee,East Fork Owyhee at Crutcher Crossing,owyhee|0east|005746|002140,ID
155,NF PAYETTE RIVER NR BANKS ID,,,Banks,44.11416667,-116.1072222,,,,,,,13246000,,3084.61,921.0,170501230605,0,North Fork Payette,North Fork Payette at Banks,payette|0north|006915|000921,ID
156,YANKEE FORK SALMON RIVER NR CLAYTON ID,,,Clayton,44.27888889,-114.7338889,,YFSI,,,YFSI1,,13296000,,5950.0,189.0,170602010505,0,Yankee Fork Salmon,Yankee Fork Salmon at Clayton,yankee fork salmon|9|004050|000189,ID
157,"SANDY RIVER NEAR MARMOT, OR",,,Marmot,45.3995642,-122.1373068,,,,,,,14137000,,730.0,264.0,170800010402,0,Sandy,Sandy at Marmot,sandy|9|009270|000264,OR
158,"MIDDLE SANTIAM R NEAR CASCADIA, OR",,,Cascadia,44.5151239,-122.3720249,,,,,,,14185800,,1040.0,104.0,170900060306,0,Middle Santiam,Middle Santiam at Cascadia,santiam|0middle|008960|000104,OR
159,"OAK GROVE FORK AT RIPPLEBROOK CAMPGROUND, OR",,,Ripplebrook Campground,45.07981389,-122.0428583,,,,,,,14209250,,1420.0,141.0,170900110306,0,Oak Grove Fork,Oak Grove Fork at Ripplebrook Campground,oak grove fork|9|008580|000141,OR
160,"SOUTH FORK ROGUE RIVER NEAR PROSPECT, OR",,,Prospect,42.70638889,-122.388611,,,,,,,14332000,,3360.0,83.8,171003070207,0,South Fork Rogue,South Fork Rogue at Prospect,rogue|0south|006640|000084,OR
161,Applegate_Lake,,,Applegate Reservoir,42.011,-123.154,,APLO3,,,APLO3,,14361900,,2000.9,223.0,171003090104,0,Applegate,Applegate at Applegate Reservoir,applegate|9|007999|000223,OR
162,Molalla_above_Pine_Cr,,,Pc nr Wilhoit,45.0097222,-122.4809167,,,,,,,14198500,,791.35,97.0,170900090403,0,Molalla,Molalla at Pc nr Wilhoit,molalla|9|009209|000097,OR
163,Illinois_Agness,,,Agness,42.54488,-124.05191,14378200,,,,,,14378200,,112.0,988.0,171003111102,0,Illinois,Illinois at Agness,illinois|9|009888|000988,OR
164,14173500,,,Albany,44.620028,-123.128472,,,,,,,14173500,,181.0,372.0,170900030403,0,Calapooia,Calapooia at Albany,calapooia|9|009819|000372,OR
165,14145500,,,"Salt Crk, near Oakridge",43.720957,-122.437826,,,,,,,14145500,,1208.0,392.0,170900010505,0,Middle Fork Willamette,"Middle Fork Willamette at Salt Crk, near Oakridge",willamette|0middle|008792|000392,OR
166,"NORTH UMPQUA RIVER AT WINCHESTER, OR",,,Winchester,43.270966,-123.411544,14319500,,,,WNRO3,,14319500,,372.97,1344.0,171003011105,0,North Umpqua,North Umpqua at Winchester,umpqua|0north|009627|001344,OR
167,"S UMPQUA RIVER AT CANYONVILLE, OR",,,Canyonville,42.943694,-123.285917,14308910,,,,,,14308910,,670.0,749.0,171003020508,0,South Umpqua,South Umpqua at Canyonville,umpqua|0south|009330|000749,OR
168,14020000,,,"Meacham Creek, nr Gibbon",45.71957668,-118.3232913,14020000,,,,,,14020000,,1854.81,131.0,170701030106,0,Umatilla,"Umatilla at Meacham Creek, nr Gibbon",umatilla|9|008145|000131,OR
169,14300000,,,Keasey,45.8498335,-123.3512303,14300000,,,,,,14300000,,930.0,39.0,171002020105,0,Rock Creek,Rock Creek at Keasey,rock creek|9|009070|000039,OR
170,14300350,,,Jewell,45.9351611,-123.4921194,14300350,,,,,,14300350,,451.0,412.0,171002020303,0,Nehalem,Nehalem at Jewell,nehalem|9|009549|000412,OR
171,14188750,,,Scio,44.6731389,-122.91925,14188750,,,,,,14188750,,249.5,155.0,170900060604,0,Crabtree Creek,Crabtree Creek at Scio,crabtree creek|9|009750|000155,OR
172,Hood_EFMF_calc,,,EF+MF Hood (Tucker minus WF),45.60399488596845,-121.63237149447836,,,,,,,,,783.4,,170701050506,0,East Fork Hood,East Fork Hood at EF+MF Hood (Tucker minus WF),hood|0east|009217|999999,OR
173,14302480,,,"Cedar Creek, near Tillamook",45.4462181,-123.7103974,14302480,,,,,,14302480,,70.0,156.0,171002030405,0,Trask,"Trask at Cedar Creek, near Tillamook",trask|9|009930|000156,OR
174,Fall_Creek_Inflow,,,Fall Creek above Winberry (FALO3 inflow - 14150800 Winberry),43.972015,-122.65907,,,,,,,,,837.6,,170900010904,0,Fall Creek,Fall Creek at Fall Creek above Winberry (FALO3 inflow - 14150800 Winberry),fall creek|9|009162|999999,OR
175,WLAO3,,,Willamina,45.047222,-123.502778,WLAO3,,,WLAO3,WLAO3,,,,242.1,,170900080404,0,South Yamhill,South Yamhill at Willamina,yamhill|0south|009758|999999,OR
176,SF_McKenzie_near_Rainbow,,,Rainbow,44.136,-122.2484,14159500,,,,,,14159500,,1236.0,208.0,170900040308,0,South Fork Mckenzie,South Fork Mckenzie at Rainbow,mckenzie|0south|008764|000208,OR
177,McKenzie_Rainbow,,,South Fork,44.1664,-122.2558,CMRO3,CMRO3,,,CMRO3,,,,1160.0,,170900040502,0,McKenzie,McKenzie at South Fork,mckenzie|9|008840|999999,OR
178,SALMON RIVER AB EAST FORK NR CLAYTON ID,,,East Fork nr Clayton,44.266642,-114.326758,,SAEI,,,SAEI1,,13297380,,5326.2,1200.0,170602010906,0,Salmon,Salmon at East Fork nr Clayton,salmon|9|004674|001200,ID
179,SALMON RIVER NR SHOUP ID,,,Shoup,45.3225,-114.44,,,,,,,13307000,,3157.6,6239.0,170602031302,0,Salmon,Salmon at Shoup,salmon|9|006842|006239,ID
180,EFSF_Stibnite,,,Stibnite,44.905722,-115.3295,,SFSI,,,SFSI1,,13311000,,6466.0,19.3,170602080201,0,East Fork South Fork Salmon,East Fork South Fork Salmon at Stibnite,salmon|0east|003534|000019,ID
181,EFSF_Salmon_calc,,,EFSF just below Johnson Cr confluence (Johnson + Stibnite),44.962554,-115.505507,,,,,,,,,4632.4,,170602080302,0,Salmon,Salmon at EFSF just below Johnson Cr confluence (Johnson + Stibnite),salmon|9|005368|999999,ID
182,LWWW1,,,Willard Nat'l Fish Hatchery near Mill A,45.7648,-121.6303,,LWWW,,,LWWW1,,,,925.0,,170701050905,0,Little White Salmon,Little White Salmon at Willard Nat'l Fish Hatchery near Mill A,little white salmon|9|009075|999999,WA
183,14128500,,,Carson,45.7267469824777,-121.794774605898,,WCNW,,,WCNW1,,14128500,,112.6,225.0,170701051008,0,Wind,Wind at Carson,wind|9|009887|000225,WA
184,28B080,,,Washougal,45.5835856510001,-122.34569456,,WASW,,,WASW1,,,,51.9,,170800010606,0,Washougal,Washougal at Washougal,washougal|9|009948|999999,WA
185,CORVALLIS_merge,,,Corvallis,44.566361,-123.256806,,,,,CORO3,,14171600,,180.0,4420.0,170900030609,0,Willamette,Willamette at Corvallis,willamette|9|009820|004420,OR
186,14158850,,,Trail Br Dam nr Belknap Springs,44.2679001,-122.0497826,,,,,,,14158850,,1980.0,184.0,170900040206,0,Mckenzie,Mckenzie at Trail Br Dam nr Belknap Springs,mckenzie|9|008020|000184,OR
187,14307605,,,Swisshome,44.0565,-123.7946889,,,,,,,14307605,,115.0,223.0,171002060604,0,Lake Creek,Lake Creek at Swisshome,lake creek|9|009885|000223,OR
188,Siuslaw_above_LakeCreek_calc,,,above Lake Creek,44.05501612351312,-123.79482873628976,,,,,,,,,50.0,365.0,171002060801,0,Siuslaw,Siuslaw at above Lake Creek,siuslaw|9|009950|000365,OR
190,Willamette_lower_falls_merge,,,below Falls at Oregon City,45.357621,-122.610925,14207770,,,,ORCO3,,14207770,,23.4,10000.0,170900070405,0,Willamette,Willamette below Falls at Oregon City,willamette|9|009977|010000,OR
191,Clackamas_Big_Bottom,,,Big Bottom,45.017083,-121.923528,14208000,,,,,,14208000,,2051.0,136.0,170900110205,0,Clackamas,Clackamas at Big Bottom,clackamas|9|007949|000136,OR
192,Clackamas_Oregon_City_merge,,,Oregon City,45.379287,-122.577313,14211010,,,,COCO3,,14211010,,22.7,940.0,170900110607,0,Clackamas,Clackamas at Oregon City,clackamas|9|009977|000940,OR
193,RCBO3,,,Vernonia,45.858611,-123.192222,RCBO3,,,RCBO3,RCBO3,,,,603.87,,171002020106,0,Rock Creek,Rock Creek at Vernonia,rock creek|9|000604|999999,OR
194,14330000,,,Prospect,42.72957187,-122.516147,14330000,,,,,,14330000,,1964.56,379.0,171003070113,0,NF Rogue,Rogue River below Prospect,rogue|9|008036|000379,OR
195,NF_Rogue_Bypass,,,OR-62 Bridge below North Fork Diversion Dam,42.74008,-122.49605,,,,,,,,,2199.6,,171003070113,0,NF Rogue,NF Rogue Bypass below NF Dam,rogue|9|007800|999998,OR
196,Rogue_Above_Prospect_calc,,,Above Prospect (estimated),42.77485,-122.49976,,,,,,,,,2624.9,,171003070113,0,NF Rogue,Rogue above Prospect (calc),rogue|9|007375|999991,OR
197,06090500,,,near Monarch,47.20859444444445,-110.93174722222223,06090500,,,,,,06090500,,3980.0,355.0,100301050306,0,Belt Creek,Belt Creek near Monarch,beltcreek|9|006020|000355,MT
198,06025500,,,near Melrose,45.5265805555556,-112.701725,06025500,,,,,,06025500,,5032.87,2472.0,100200041209,0,Big Hole,Big Hole near Melrose,bighole|9|004967|002472,MT
199,06025250,,,at Maiden Rock near Divide,45.7012694444444,-112.735969444444,06025250,,,,,,06025250,,5300.0,2199.0,100200041104,0,Big Hole,Big Hole at Maiden Rock near Divide,bighole|9|004700|002199,MT
200,12340000,,,near Bonner,46.899411111111114,-113.75631944444444,12340000,,,,,,12340000,,3344.76,2287.0,170102031308,0,Blackfoot,Blackfoot near Bonner,blackfoot|9|006655|002287,MT
201,12354500,,,at St. Regis,47.3016388888889,-115.086869444444,12354500,,,,,,12354500,,2600.37,10728.0,170102040805,0,Clark Fork,Clark Fork at St. Regis,clarkfork|9|007400|010728,MT
202,06073500,,,near Craig,47.199025,-112.095905555556,06073500,,,,,,06073500,,3800.0,322.0,100301020404,0,Dearborn,Dearborn near Craig,dearborn|9|006200|000322,MT
203,12359800,,,above Twin C near Hungry Horse,47.9790972222222,-113.560683333333,12359800,,,,,,12359800,,3575.0,1159.0,170102090509,0,SF Flathead,SF Flathead above Twin C near Hungry Horse,sflathead|9|006425|001159,MT
204,06036650,,,near Three Forks,45.89713611111111,-111.59567222222222,06036650,,,,,,06036650,,4079.5,9558.0,100200050805,0,Jefferson,Jefferson near Three Forks,jefferson|9|005920|009558,MT
205,06038800,,,at Kirby Ranch near Cameron,44.88865555555555,-111.58088611111111,06038800,,,,,,06038800,,5872.92,1093.0,100200070703,0,Madison,Madison at Kirby Ranch near Cameron,madison|9|004127|001093,MT
206,06066500,,,below Holter Dam near Wolf Creek,46.9947388888889,-112.010666666667,06066500,,,,,,06066500,,3464.11,16924.0,100301012008,0,Missouri,Missouri below Holter Dam near Wolf Creek,missouri|9|006536|016924,MT
207,06077200,,,below Eagle Creek near Fort Logan,46.8279805555556,-111.192238888889,06077200,,,,,,06077200,,4350.0,1087.0,100301030705,0,Smith,Smith below Eagle Creek near Fort Logan,smith|9|005650|001087,MT
208,06077500,,,near Eden,47.1892916666667,-111.386238888889,06077500,,,,,,06077500,,3520.0,1588.0,100301030906,0,Smith,Smith near Eden,smith|9|006480|001588,MT
209,06085800,,,at Simms,47.50162777777778,-111.9319138888889,06085800,,,,,,06085800,,3551.08,1296.0,100301040708,0,Sun,Sun at Simms,sun|9|006449|001296,MT
210,McKenzie_McKenzie_Bridge_calc,,,Near McKenzie Bridge (estimated),44.179012,-122.130335,,,,,,,,,1419.04,348.0,170900040209,0,McKenzie,McKenzie at McKenzie Bridge (calc),mckenzie|9|008581|000348,OR
211,Horse_Creek_calc,,,Near McKenzie Bridge (estimated),44.162694,-122.154,,,,,,,,,,149.6,170900040105,0,Horse Creek,Horse Creek near McKenzie Bridge (calc),horse creek|9|999999|000150,OR
213,454249120423500,,,Below John Day Dam,45.7134579,-120.710893,,,,,,,454249120423500,,,,17070105,0,Columbia,Columbia below John Day Dam,columbia|9|000785|000000,"OR,WA"
214,14105700,,,The Dalles,45.60827778,-121.1899167,,,,,,,14105700,,,,17070105,0,Columbia,Columbia at The Dalles,columbia|9|000808|000000,"OR,WA"
215,Bonneville_merge,,,Below Bonneville Dam,45.63305556,-121.9608333,,,,,,,14128870,,,,17080001,0,Columbia,Columbia below Bonneville Dam,columbia|9|000855|000000,"OR,WA"
216,14216000,,,above Muddy River,46.060355,-121.9845094,,,,,,,14216000,,,,17080002,0,"Lewis, N. Fork",North Fork Lewis above Muddy River,lewis|0north|005000|000000,WA
217,14219000,,,near Amboy,45.9398339,-122.3170398,,,,,,,14219000,,,,17080002,0,Canyon Creek (Lewis River trib.),Canyon Creek near Amboy,canyon creek (lewis river trib.)|9|999999|999999,WA
218,CRPO3,,,abv Prineville Resv,44.179166666667,-120.58777777778,,,,,,,,,,,17070304,0,Crooked,Crooked abv Prineville Resv,crooked|9|005000|000000,OR
219,PRVO3,,,blw Prineville Resv,44.113888888889,-120.79444444444,,,,,,,,,,,17070305,0,Crooked,Crooked blw Prineville Resv,crooked|9|006500|000000,OR
220,CRSO3,,,Smith Rock,44.368057,-121.138816,,,,,,,,,,,17070305,0,Crooked,Crooked at Smith Rock,crooked|9|007500|000000,OR
221,OCHO3,,,blw Ochoco Resv,44.396108,-120.431016,,,,,,,,,,,17070304,0,Ochoco Creek,Ochoco Creek blw Ochoco Resv,ochoco|9|005000|000000,OR
